biennials,bi-en-ni-als
strikingly,strik-ing-ly
hypersensitivity,hy-per-sen-si-tiv-i-ty
parboils,par-boils
inputs,in-puts
inconsiderateness,in-con-sid-er-ate-ness
childsplay,childs--play
toxaemia,tox-ae-mi-a
bettertimed,bet-ter--timed
envenomed,en-ven-omed
accessory,ac-ces-so-ry
blowgun,blow-gun
lubber,lub-ber
indemnities,in-dem-ni-ties
metricate,met-ri-cate
doeskin,doe-skin
millponds,mill-ponds
toilettable,toi-let--ta-ble
dressingtable,dress-ing--ta-ble
trueblues,true--blues
padlocks,pad-locks
photocopy,pho-to-cop-y
fatuity,fa-tu-i-ty
overpluses,o-ver-plus-es
roundbacked,round--backed
valences,va-lenc-es
pilaster,pi-las-ter
tentpeg,tent--peg
spinoff,spin--off
shortrange,short--range
bitters,bit-ters
cattier,cat-ti-er
gibber,gib-ber
quietism,qui-et-ism
pugged,pugged
thane,thane
meagreness,mea-gre-ness
bedbug,bed-bug
baldhead,bald--head
twirlier,twir-li-er
highhanded,high--hand-ed
tweets,tweets
tobacconist,to-bac-co-nist
quietist,qui-et-ist
emplane,em-plane
outtalking,out-talk-ing
cutely,cute-ly
semiotics,se-mi-ot-ics
bedecks,be-decks
dalesmen,dales-men
developments,de-vel-op-ments
obviates,ob-vi-ates
exemplifications,ex-em-pli-fi-ca-tions
chockfull,chock--full
directories,di-rec-to-ries
internationalizing,in-ter-na-tion-al-iz-ing
enlargements,en-large-ments
obviated,ob-vi-at-ed
vendettas,ven-det-tas
pharmacies,phar-ma-cies
sifter,sift-er
spoonfeeding,spoon-feed-ing
profiling,pro-fil-ing
malaysian,ma-lay-sian
dreamboat,dream-boat
posteriors,pos-te-ri-ors
unscrambles,un-scram-bles
astrophysical,as-tro-phys-i-cal
bestriding,be-strid-ing
giro,gi-ro
vociferously,vo-cif-er-ous-ly
unscrambled,un-scram-bled
wellinformed,well--in-formed
reaphooks,reap-hooks
mlle,mlle
shaleoil,shale--oil
oscillograph,os-cil-lo-graph
porkers,pork-ers
panoplied,pan-o-plied
outlaid,out-laid
ingathering,in-gath-er-ing
entitlements,en-ti-tle-ments
dripdrying,drip--dry-ing
primness,prim-ness
fullygrown,ful-ly--grown
auscultating,aus-cul-tat-ing
notecases,note-cas-es
kedgeree,ked-ger-ee
sonny,son-ny
lightcoloured,light--col-oured
spiel,spiel
miscreants,mis-cre-ants
rollingpins,roll-ing--pins
bestrewed,be-strewed
vitiation,vi-ti-a-tion
inductive,in-duc-tive
bagatelle,bag-a-telle
sabot,sab-ot
pundit,pun-dit
boastfully,boast-ful-ly
mudguards,mud-guards
desultory,des-ul-to-ry
rakishness,rak-ish-ness
morganatic,mor-ga-nat-ic
philosophizes,phi-los-o-phiz-es
predestining,pre-des-tin-ing
remuneration,re-mu-ner-a-tion
discharges,dis-charg-es
banians,ban-ians
tenniscourts,ten-nis--courts
deepfreeze,deep--freeze
philosophized,phi-los-o-phized
leftwings,left--wings
scrollwork,scroll-work
fatheads,fat-heads
skidpan,skid-pan
extrovert,ex-tro-vert
snogs,snogs
reveller,rev-el-ler
misquotations,mis-quo-ta-tions
tuxes,tux-es
citystates,cit-y--states
debones,de-bones
dragnets,drag-nets
adjudicating,ad-ju-di-cat-ing
unbacked,un-backed
inquisitorially,in-quis-i-to-ri-al-ly
shipowner,ship-own-er
blacklist,black-list
sequels,se-quels
bookmaker,book-mak-er
oubliettes,ou-bli-ettes
oddities,odd-i-ties
dukedom,duke-dom
starlet,star-let
undocking,undock-ing
batiks,ba-tiks
chicaned,chi-caned
fluoresces,flu-o-resc-es
bankrates,bank--rates
lumberyards,lum-ber-yards
technologists,tech-nol-o-gists
excursionist,ex-cur-sion-ist
luge,luge
fulsomeness,ful-some-ness
overexert,o-ver--ex-ert
piccolo,pic-co-lo
rowlock,row-lock
counteraction,coun-ter-ac-tion
highspirited,high--spir-it-ed
mechanize,mech-a-nize
mainsprings,main-springs
argybargy,ar-gy--bar-gy
weltanschauungen,welt-an-schau-ung-en
stopgap,stop-gap
grabbers,grab-bers
gynaecologist,gy-nae-col-o-gist
yeastier,yeast-i-er
upgrading,up-grad-ing
clunk,clunk
canton,can-ton
propjets,prop-jets
attitudinizing,at-ti-tu-di-niz-ing
largerminded,larg-er--mind-ed
callously,cal-lous-ly
firewalker,fire-walk-er
muskiest,musk-i-est
checkrein,check-rein
mahoganies,ma-hog-a-nies
volauvents,vol--au--vents
shavian,sha-vi-an
waybill,way-bill
luddites,lud-dites
stealthiest,stealth-i-est
horsefly,horse-fly
orchises,or-chis-es
corvettes,cor-vettes
windpipes,wind-pipes
highboy,high-boy
naturopath,na-tur-o-path
digestions,di-ges-tions
bustard,bus-tard
showbusiness,show--busi-ness
disenfranchising,dis-en-fran-chis-ing
bloodthirstily,blood-thirst-i-ly
conditionals,con-di-tion-als
tuners,tun-ers
goddaughter,god-daugh-ter
certification,cer-ti-fi-ca-tion
paragraphed,par-a-graphed
freakouts,freak--outs
moderatos,mod-e-ra-tos
demonstrator,dem-on-stra-tor
danceorchestra,dance--or-ches-tra
waggled,wag-gled
objector,ob-jec-tor
flapjack,flap-jack
principality,prin-ci-pal-i-ty
zee,zee
soliciting,so-lic-it-ing
oleograph,o-le-o-graph
impunity,im-pu-ni-ty
valetudinary,val-e-tu-di-nar-y
raglan,rag-lan
fiancees,fi-an-cees
pigsticking,pig-stick-ing
gerrymandered,ger-ry-man-dered
eyewash,eye-wash
divingsuit,div-ing--suit
ionizes,i-on-iz-es
kampucheans,kam-pu-che-ans
uncaredfor,un-cared--for
inquests,in-quests
proportionate,pro-por-tion-ate
astounds,a-stounds
rustproofed,rust-proofed
busiest,bus-i-est
medial,me-di-al
panjandrums,pan-jan-drums
newsmonger,news-mon-ger
sorceresses,sor-cer-ess-es
fulled,fulled
declarations,dec-la-ra-tions
pebbly,peb-bly
fraternally,fra-ter-nal-ly
councilchambers,coun-cil--cham-bers
poohpoohs,pooh--poohs
lithographed,lith-o-graphed
twotone,two--tone
dressingdown,dress-ing--down
outgrowths,out-growths
recordplayer,rec-ord--play-er
eyepiece,eye-piece
envisioning,en-vi-sion-ing
subcontracted,sub-con-tract-ed
torpedoing,tor-pe-do-ing
repertoires,rep-er-toires
rouble,rou-ble
gage,gage
pigboat,pig-boat
gaga,ga-ga
uvulars,u-vu-lars
shabbygenteel,shab-by--gen-teel
roentgen,roent-gen
psychedelics,psych-e-del-ics
loofah,loo-fah
loonier,loon-i-er
puffier,puff-i-er
plainsman,plains-man
leucotomies,leu-cot-o-mies
gregorian,gre-go-ri-an
whisperer,whis-per-er
cervical,cer-vi-cal
ringleader,ring-lead-er
sunbathes,sun-bathes
sunbather,sun-bath-er
swordcane,sword--cane
libbers,lib-bers
kukri,kuk-ri
skittishly,skit-tish-ly
throughway,through-way
notoriousness,no-to-ri-ous-ness
sunbathed,sun-bathed
laudably,laud-a-bly
ponging,pong-ing
inexactitude,in-ex-act-i-tude
disjointedness,dis-joint-ed-ness
venues,ven-ues
innovations,in-no-va-tions
hardhitting,hard-hit-ting
clockwatchers,clock--watch-ers
disliking,dis-lik-ing
grampus,gram-pus
splodges,splodg-es
mashie,mash-ie
nightcaps,night-caps
reactively,re-ac-tive-ly
plosives,plo-sives
madhouses,mad-hous-es
titivating,tit-i-vat-ing
ancillaries,an-cil-lar-ies
hastiest,hast-i-est
carttracks,cart--tracks
quackery,quack-er-y
splodged,splodged
suggestible,sug-gest-i-ble
hydropathic,hy-dro-path-ic
meninges,me-nin-ges
windflowers,wind--flow-ers
kingliest,king-li-est
jigging,jig-ging
queered,queered
theatregoers,the-a-tre-go-ers
pressurization,pres-sur-i-za-tion
griping,grip-ing
steelworker,steel-work-er
projectionists,pro-jec-tion-ists
internationalist,in-ter-na-tion-al-ist
staplers,sta-plers
splashier,splash-i-er
combinationlocks,com-bi-na-tion--locks
extravagances,ex-trav-a-ganc-es
rearmament,re-ar-ma-ment
purebreds,pure-breds
blearier,blear-i-er
posthorse,post--horse
blabbered,blab-bered
sprained,sprained
sugaring,sug-ar-ing
zonal,zon-al
wobblier,wob-bli-er
writeins,write--ins
pap,pap
globetrotting,globe--trot-ting
funnelled,fun-nelled
remission,re-mis-sion
pax,pax
antenuptial,an-te-nup-tial
subeditor,sub-ed-i-tor
theocratic,the-o-crat-ic
catsups,cat-sups
jollyboats,jol-ly-boats
pah,pah
commandeers,com-man-deers
meaningfully,mean-ing-ful-ly
forestalled,fore-stalled
sworddances,sword--danc-es
popgun,pop-gun
defrayal,de-fray-al
frisked,frisked
pressgang,press-gang
demoralizes,de-mor-al-iz-es
spading,spad-ing
houseparty,house--par-ty
slanders,slan-ders
mortgagee,mort-ga-gee
torpedoboats,tor-pe-do--boats
oppositions,op-po-si-tions
sportsmanlike,sports-man-like
mortgages,mort-gag-es
aquaplaning,aq-ua-plan-ing
seedsmen,seeds-men
lampooned,lam-pooned
strikeleader,strike--lead-er
windowshop,win-dow--shop
nocturnally,noc-tur-nal-ly
trestlebridges,tres-tle--bridg-es
lysol,ly-sol
founds,founds
smellingbottle,smell-ing--bot-tle
elegiacal,el-e-gi-a-cal
bengalis,ben-ga-lis
larrups,lar-rups
thew,thew
dehydration,de-hy-dra-tion
sanitariums,san-i-tar-i-ums
comeon,come--on
embitters,em-bit-ters
memsahib,mem-sa-hib
doctoral,doc-tor-al
marabous,mar-a-bous
podgiest,podg-i-est
whatnots,what-nots
extensive,ex-ten-sive
adulterates,a-dul-ter-ates
guardships,guard--ships
pipeclay,pipe-clay
scrounges,scroung-es
scrounger,scroung-er
punsters,pun-sters
dodos,do-dos
considerately,con-sid-er-ate-ly
defectively,de-fec-tive-ly
goatees,goat-ees
underwriting,un-der-writ-ing
overate,o-ver--ate
scrounged,scrounged
illiterates,il-lit-er-ates
militarize,mil-i-ta-rize
stingless,sting-less
isosceles,i-sos-ce-les
underexposure,un-der-ex-po-sure
hoariest,hoar-i-est
deceits,de-ceits
desensitizing,de-sen-si-tiz-ing
degenerating,de-gen-er-at-ing
malingered,ma-lin-gered
retailers,re-tail-ers
amortizing,am-or-tiz-ing
climactic,cli-mac-tic
pacifies,pac-i-fies
shavers,shav-ers
preservers,pre-serv-ers
backgrounds,back-grounds
czarinas,cza-ri-nas
skinniest,skin-ni-est
cerebrums,ce-re-brums
worldclass,world--class
roundels,roun-dels
phoenicia,phoe-ni-cia
doggo,dog-go
mandatories,man-da-to-ries
technicalities,tech-ni-cal-i-ties
moderato,mod-e-ra-to
aussie,aus-sie
halftruths,half--truths
misbehave,mis-be-have
specializing,spe-cial-iz-ing
pronominally,pro-nom-i-nal-ly
egocentric,e-go-cen-tric
airways,air-ways
strangles,stran-gles
despicably,des-pi-ca-bly
maidenhood,maid-en-hood
lodestar,lode-star
chloric,chlo-ric
finicky,fin-ick-y
crossexaminations,cross--ex-am-i-na-tions
symbolization,sym-bol-i-za-tion
nonobservance,non-ob-serv-ance
serviceability,serv-ice-a-bil-i-ty
concertgoers,con-cert-go-ers
lankiest,lank-i-est
scanting,scant-ing
readdresses,re-ad-dress-es
monomania,mon-o-ma-ni-a
wittiness,wit-ti-ness
cheeking,cheek-ing
charterparties,char-ter--par-ties
shoplifting,shop-lift-ing
overpopulated,o-ver-pop-u-lat-ed
amasses,a-mass-es
tobaccos,to-bac-cos
paganism,pa-gan-ism
shantytown,shan-ty-town
midis,mid-is
sifters,sift-ers
footslogs,foot-slogs
seasontickets,sea-son--tick-ets
rustless,rust-less
splotchiest,splotch-i-est
steelyard,steel-yard
downer,down-er
majorgeneral,ma-jor--gen-e-ral
gory,gor-y
spoonfeeds,spoon-feeds
seismologist,seis-mol-o-gist
prawn,prawn
stonewallers,stone-wall-ers
sundowners,sun-down-ers
tripos,tri-pos
athome,at--home
scenepainter,scene--paint-er
syllabicating,syl-lab-i-cat-ing
shortterm,short--term
pilotburners,pi-lot--burn-ers
patchiness,patch-i-ness
hemmingstitch,hem-ming--stitch
dubbins,dub-bins
emissions,e-mis-sions
polevaulters,pole--vault-ers
kinsman,kins-man
aweing,awe-ing
barnstormers,barn-storm-ers
raffling,raf-fling
predeterminations,pre-de-ter-mi-na-tions
tibias,tib-i-as
gating,gat-ing
cotillions,co-til-lions
tibiae,tib-i-ae
chalet,cha-let
writein,write--in
allocating,al-lo-cat-ing
pugnose,pug--nose
flatfooted,flat--foot-ed
teastrainers,tea--strain-ers
mephistophelean,meph-is-to-phe-le-an
sportsjacket,sports--jack-et
coiffeurs,coif-feurs
puddenheads,pud-den--heads
sectionalism,sec-tion-al-ism
collaring,col-lar-ing
offhandedness,off-hand-ed-ness
outfield,out-field
reincarnating,re-in-car-nat-ing
lousiest,lous-i-est
hottempered,hot--tem-pered
pukes,pukes
mantelshelves,man-tel-shelves
asseveration,as-sev-er-a-tion
scarper,scarp-er
wallpaintings,wall--paint-ings
oilpaper,oil--pa-per
offprint,off-print
temptress,tempt-ress
consternation,con-ster-na-tion
syncopates,syn-co-pates
polytheism,pol-y-the-ism
refutation,ref-u-ta-tion
unsex,un-sex
authoritative,au-thor-i-ta-tive
gunpoints,gun-points
educates,ed-u-cates
hundredths,hun-dredths
inexpedience,in-ex-pe-di-ence
icerink,ice-rink
paginate,pag-i-nate
tautest,taut-est
cabman,cab-man
egotrips,e-go-trips
teatrays,tea--trays
retorting,re-tort-ing
sherbets,sher-bets
liquorice,liq-uo-rice
unpick,un-pick
sadistically,sa-dis-ti-cal-ly
amputating,am-pu-tat-ing
servings,serv-ings
megadeaths,mega-deaths
invalidations,in-val-i-da-tions
overplus,o-ver-plus
flakier,flak-i-er
lyingins,ly-ing--ins
futurities,fu-tu-ri-ties
malinger,ma-lin-ger
bantamweights,ban-tam-weights
safetybelts,safe-ty--belts
zambians,zam-bi-ans
quarterstaves,quar-ter-staves
revaluing,re-val-u-ing
conjugating,con-ju-gat-ing
trustful,trust-ful
handiworks,hand-i-works
unrip,un-rip
worded,word-ed
damped,damped
stonepits,stone--pits
seisms,seisms
biological,bi-o-log-i-cal
safecrackers,safe-crack-ers
exemptions,ex-emp-tions
comedies,com-e-dies
knifes,knifes
combouts,comb--outs
minelayers,mine-lay-ers
knifed,knifed
preordained,pre-or-dained
shillyshally,shil-ly--shal-ly
picturesqueness,pic-tur-esque-ness
squanders,squan-ders
perorating,per-o-rat-ing
embanking,em-bank-ing
gonad,go-nad
overcompensation,o-ver-com-pen-sa-tion
floodtide,flood--tide
decoction,de-coc-tion
overshot,o-ver-shot
abo,ab-o
ratches,ratch-es
portcullises,port-cul-lis-es
aboutface,a-bout--face
infantilism,in-fan-ti-lism
laissezfaire,lais-sez--faire
falsify,fal-si-fy
overshoe,o-ver-shoe
zanier,za-ni-er
trouncing,trounc-ing
martians,mar-tians
solemnization,sol-em-ni-za-tion
favourably,fa-vour-a-bly
accusative,ac-cu-sa-tive
favourable,fa-vour-a-ble
godowns,go-downs
hoaxing,hoax-ing
bigamist,big-a-mist
racecards,race--cards
unbinds,un-binds
seahorses,sea-hors-es
commercially,com-mer-cial-ly
judases,ju-das-es
publishes,pub-lish-es
redacting,re-dact-ing
generalizing,gen-e-ral-iz-ing
dowels,dow-els
disbands,dis-bands
selfreliant,self--re-li-ant
perambulations,per-am-bu-la-tions
equability,eq-ua-bil-i-ty
housemasters,house-mas-ters
weakkneed,weak--kneed
deterministic,de-ter-min-is-tic
jailbreak,jail-break
bused,bused
icecap,ice-cap
manhour,man-hour
protectorate,pro-tec-tor-ate
swastikas,swas-ti-kas
phonemic,pho-ne-mic
astrodome,as-tro-dome
dispatching,dis-patch-ing
furor,fu-ror
intumesce,in-tu-mesce
waistlines,waist-lines
piperack,pipe--rack
upends,up-ends
moujiks,mou-jiks
conjugally,con-ju-gal-ly
undenominational,un-de-nom-i-na-tion-al
counterclaim,coun-ter-claim
disinheriting,dis-in-her-it-ing
flyblow,fly-blow
antithetically,an-ti-thet-i-cal-ly
ladling,la-dling
sarcasms,sar-casms
categorizing,cat-e-go-riz-ing
dayspring,day--spring
discotheques,dis-co-theques
peaky,peak-y
elegiacs,el-e-gi-acs
almshouse,alms--house
needlepoint,nee-dle-point
nervecentres,nerve--cen-tres
countermarching,coun-ter-march-ing
catalysts,cat-a-lysts
expeditiously,ex-pe-di-tious-ly
dialling,di-al-ling
whitlows,whit-lows
ploughmans,plough-mans
reproofed,re-proofed
bilabial,bi-la-bi-al
marquises,mar-quis-es
primitives,prim-i-tives
ungrudging,un-grudg-ing
identikits,i-den-ti-kits
harbourers,har-bour-ers
misinterpretation,mis-in-ter-pre-ta-tion
sermonize,ser-mon-ize
elastoplast,elas-to-plast
ulnae,ul-nae
redoubtable,re-doubt-a-ble
presscutting,press--cut-ting
footboards,foot-boards
venges,veng-es
familiarizes,fa-mil-iar-iz-es
dramatists,dram-a-tists
inflationary,in-fla-tion-ar-y
rocksalmons,rock--salm-ons
solipsist,sol-ip-sist
playpens,play-pens
familiarized,fa-mil-iar-ized
solipsism,sol-ip-sism
venged,venged
deducible,de-duc-i-ble
emasculating,e-mas-cu-lat-ing
lipread,lip--read
loungechair,lounge--chair
frivols,friv-ols
tweeting,tweet-ing
sniveller,sniv-el-ler
horrorstricken,hor-ror--strick-en
porticoes,por-ti-coes
dartboards,dart-boards
snivelled,sniv-elled
dipswitch,dip-switch
retrieval,re-triev-al
duffs,duffs
egregiously,e-gre-gious-ly
cadgers,cadg-ers
displease,dis-please
roundel,roun-del
scrammed,scrammed
granduncles,grand-un-cles
venally,ve-nal-ly
avouches,a-vouch-es
revenging,re-veng-ing
litterbasket,lit-ter--bas-ket
oarswoman,oars-wom-an
fingerstalls,fin-ger-stalls
lubberly,lub-ber-ly
scenarist,sce-nar-ist
fryup,fry--up
thumbscrews,thumb-screws
interweaves,in-ter-weaves
viding,vi-ding
airspeed,air-speed
pinafores,pin-a-fores
outstations,out-sta-tions
tradeunionism,trade--un-ion-ism
sphincter,sphinc-ter
nonwhites,non-whites
declamatory,de-clam-a-to-ry
bestirred,be-stirred
bumpily,bump-i-ly
subcutaneously,sub-cu-ta-ne-ous-ly
celerity,ce-ler-i-ty
reconnoitres,re-con-noi-tres
nodulated,nod-u-lat-ed
fireguards,fire-guards
reconnoitred,re-con-noi-tred
idealizations,i-de-al-i-za-tions
dogmatists,dog-ma-tists
swanned,swanned
jubilees,ju-bi-lees
champing,champ-ing
sarsaparilla,sar-sap-a-ril-la
wiggling,wig-gling
furtherance,fur-ther-ance
wharfage,wharf-age
jingo,jin-go
callup,call--up
callus,cal-lus
chequering,cheq-uer-ing
samovars,sam-o-vars
enrapturing,en-rap-tur-ing
remodelling,re-mod-el-ling
undervaluing,un-der-val-u-ing
podgy,podg-y
learners,learn-ers
trapezes,tra-pez-es
waterholes,wa-ter-holes
flexes,flex-es
orthographically,or-tho-graph-i-cal-ly
hospitably,hos-pi-ta-bly
offsets,off-sets
retrenches,re-trench-es
popularization,pop-u-lar-i-za-tion
geared,geared
forceland,force--land
proscriptions,pro-scrip-tions
epicurus,ep-i-cu-rus
retrenched,re-trenched
germicides,ger-mi-cides
launderers,laun-der-ers
parodist,par-o-dist
chalkpits,chalk-pits
stentor,sten-tor
booksellers,book-sell-ers
antiquary,an-ti-quar-y
cads,cads
wadis,wa-dis
instanced,in-stanced
motorcade,mo-tor-cade
unreasoning,un-rea-son-ing
annunciating,an-nun-ci-at-ing
slithery,slith-er-y
canneries,can-ner-ies
precariously,pre-car-i-ous-ly
curtly,curt-ly
loudmouths,loud-mouths
ridinglamp,rid-ing--lamp
libellously,li-bel-lous-ly
redistributing,re-dis-trib-ut-ing
workbaskets,work-bas-kets
shavians,sha-vi-ans
gesticulation,ges-tic-u-la-tion
mutterers,mut-ter-ers
uproarious,up-roar-i-ous
gawkiness,gawk-i-ness
toastingfork,toast-ing--fork
juggernauts,jug-ger-nauts
newels,new-els
huckaback,huck-a-back
sketchily,sketch-i-ly
feedingbottles,feed-ing--bot-tles
quickwitted,quick--wit-ted
dossier,dos-si-er
treater,treat-er
pearldivers,pearl--div-ers
caressingly,ca-ress-ing-ly
autocratically,au-to-crat-i-cal-ly
pedometers,pe-dom-e-ters
audiometer,au-di-om-e-ter
naturopathically,na-tur-o-path-i-cal-ly
solemnizing,sol-em-niz-ing
gruelling,gru-el-ling
disforestation,dis-for-est-a-tion
ambitiously,am-bi-tious-ly
convenes,con-venes
twiddly,twid-dly
philippine,phil-ip-pine
guardboats,guard--boats
traumatically,trau-mat-i-cal-ly
ownerless,own-er-less
hereve,hereve
risibility,ris-i-bil-i-ty
amorality,a-mo-ral-i-ty
tattles,tat-tles
tattler,tat-tler
peakiest,pea-ki-est
pinkie,pink-ie
consequentially,con-se-quen-tial-ly
reconciliations,rec-on-cil-i-a-tions
appellate,ap-pel-late
ladyship,la-dy-ship
keyboarders,key-board-ers
tattled,tat-tled
crapping,crap-ping
choppiness,chop-pi-ness
pharyngitis,phar-yn-gi-tis
dalmatians,dal-ma-tians
medians,me-di-ans
misstating,mis-stat-ing
timpanist,tim-pa-nist
eskimo,es-ki-mo
melodiousness,me-lo-di-ous-ness
authoritarians,au-thor-i-tar-i-ans
prescriptively,pre-scrip-tive-ly
pediment,ped-i-ment
bulletheaded,bul-let--head-ed
battledress,bat-tle-dress
azimuth,az-i-muth
directness,di-rect-ness
reechoing,re--ech-o-ing
pilferers,pil-fer-ers
daresay,dare-say
directorate,di-rec-tor-ate
playactors,play--ac-tors
finn,finn
pennyhalfpenny,pen-ny--half-pen-ny
backtracking,back-track-ing
prepackages,pre-pack-ag-es
munificently,mu-nif-i-cent-ly
convolutes,con-vo-lutes
